key,status,old_chars,new_chars,lang,model
wei_unleashing_2025,enriched,97,882,en,x-ai/grok-4-fast
hao_rap_2025,enriched,149,177,en,x-ai/grok-4-fast
shiri_decompose_2024,enriched,101,776,en,x-ai/grok-4-fast
bakharia_shaping_2024,enriched,21,831,en,x-ai/grok-4-fast
paket_it_2024,enriched,546,1115,en,x-ai/grok-4-fast
wang_construction_2025,enriched,209,634,en,x-ai/grok-4-fast
barros_anchor_2024,enriched,189,1379,en,x-ai/grok-4-fast
s_emotionsyncai-driven_2025,enriched,124,827,en,x-ai/grok-4-fast
shao_wirelessllm_2024,enriched,170,1029,en,x-ai/grok-4-fast
kurniawan_ai_2024,enriched,274,1421,en,x-ai/grok-4-fast
liu_toward_2025,enriched,233,1083,en,x-ai/grok-4-fast
ghassel_are_2024,enriched,85,915,en,x-ai/grok-4-fast
chakraborty_scalable_2025,enriched,0,1059,en,x-ai/grok-4-fast
lahiri_alzheimerrag_2025,fetched,0,1172,en,crossref
mohammed_aftina_2025,fetched,0,1748,en,crossref
ahn_guide_2025,fetched,0,1429,en,crossref
gokcimen_novel_2025,enriched,0,762,en,x-ai/grok-4-fast
vrdoljak_review_2025,fetched,0,1820,en,crossref
ma_knowledge-graph_2025,enriched,0,855,en,x-ai/grok-4-fast
bhattacharya_study_2025,enriched,0,879,en,x-ai/grok-4-fast
malin_review_2025,enriched,0,660,en,x-ai/grok-4-fast
rajapaksha_rag-based_2025,enriched,0,764,en,x-ai/grok-4-fast
ieva_retrieval-augmented_2024,fetched,0,1051,en,crossref
parmanto_reliable_2024,fetched,0,2871,en,crossref
ghanbari_haez_retrieval-augmented_2024,enriched,0,625,en,x-ai/grok-4-fast
essafi_genai_2025,enriched,187,731,en,x-ai/grok-4-fast
fan_survey_2024,enriched,190,1085,en,x-ai/grok-4-fast
amugongo_retrieval_2025,fetched,10,1724,en,crossref
fink_retrieval-augmented_2025,fetched,85,2129,en,crossref
li_mitigating_2024,enriched,183,1318,en,x-ai/grok-4-fast
ng_rag_2025,enriched,69,2060,en,x-ai/grok-4-fast
low_answering_2025,fetched,14,1861,en,crossref
klesel_retrieval-augmented_2025,enriched,17,1094,en,x-ai/grok-4-fast
gargari_enhancing_2025,fetched,112,1577,en,crossref
hou_enhancing_2024,enriched,36,1301,en,x-ai/grok-4-fast
su_evaluation_2025,enriched,23,1199,en,x-ai/grok-4-fast
soong_improving_2024,fetched,77,2031,en,crossref
wiratunga_cbr-rag_2024,enriched,136,1161,en,x-ai/grok-4-fast
zhou_ihillm-rag_2025,enriched,36,829,en,x-ai/grok-4-fast
yu_evaluation_2024,enriched,171,568,en,x-ai/grok-4-fast
mao_fit-rag_2025,fetched,32,2050,en,crossref
debellis_integrating_2024,fetched,73,1460,en,crossref
yazaki_emergency_2025,enriched,187,1729,en,x-ai/grok-4-fast
bazzi_wonders_2025,enriched,132,731,en,x-ai/grok-4-fast
dong_journey_2024,enriched,186,1028,en,x-ai/grok-4-fast
yu_integrating_2025,enriched,29,915,en,x-ai/grok-4-fast
pradeep_ragnarok_2025,enriched,6,906,en,x-ai/grok-4-fast
bhayana_retrieval-augmented_2024,enriched,6,2447,en,x-ai/grok-4-fast
su_mitigating_2024,enriched,60,1351,en,x-ai/grok-4-fast
wang_potential_2024,enriched,9,965,en,x-ai/grok-4-fast
arslan_business_2024,enriched,57,743,en,x-ai/grok-4-fast
kamath_retrieval-augmented_2024,enriched,28,799,en,x-ai/grok-4-fast
jayawardena_context_2025,enriched,143,452,en,x-ai/grok-4-fast
maharana_retrieval_2025,fetched,21,1171,en,crossref
bianchini_retrieval-augmented_2025,enriched,162,1134,en,x-ai/grok-4-fast
su_dynamic_2025,enriched,132,1079,en,x-ai/grok-4-fast
zhou_gastrobot_2024,fetched,22,2215,en,crossref
maklad_retrieval_2025,enriched,130,868,en,x-ai/grok-4-fast
thus_exploring_2024,fetched,60,1266,en,crossref
cherumanal_walert_2024,enriched,74,904,en,x-ai/grok-4-fast
tippins_domain-specific_2024,enriched,15,998,en,x-ai/grok-4-fast
xiong_improving_2024,enriched,11,416,en,x-ai/grok-4-fast
adejumo__2024,enriched,91,1265,en,x-ai/grok-4-fast
li_privacy-preserving_2024,enriched,9,816,en,x-ai/grok-4-fast
poliakov_multi-meta-rag_2024,enriched,16,843,en,x-ai/grok-4-fast
liu_preventing_2024,enriched,19,1272,en,x-ai/grok-4-fast
jin_ragcache_2024,fetched,154,1297,en,crossref
li_tutorllm_2025,enriched,183,580,en,x-ai/grok-4-fast
yusuf_rag-based_2024,enriched,78,708,en,x-ai/grok-4-fast
azher_generating_2024,enriched,47,895,en,x-ai/grok-4-fast
perron_ai-enhanced_2025,enriched,90,1199,en,x-ai/grok-4-fast
modran_llm_2024,enriched,1,885,en,x-ai/grok-4-fast
nazary_poison-rag_2025,enriched,174,704,en,x-ai/grok-4-fast
hohn_using_2024,enriched,183,821,en,x-ai/grok-4-fast
chan_entagents_2025,enriched,86,783,en,x-ai/grok-4-fast
soto-jimenez_rag-based_2024,enriched,180,712,en,x-ai/grok-4-fast
yilma_telecomrag_2025,fetched,81,870,en,crossref
reed_augmented_2025,enriched,84,1010,en,x-ai/grok-4-fast
vakilzadeh_development_2025,enriched,52,807,en,x-ai/grok-4-fast
kahl_evaluating_2024,enriched,169,843,en,x-ai/grok-4-fast
wilkerson_implementing_2024,enriched,35,803,en,x-ai/grok-4-fast
lang_automatic_2024,enriched,21,541,en,x-ai/grok-4-fast
olawore_development_2024,enriched,154,612,en,x-ai/grok-4-fast
kim_vaiv_2024,enriched,88,1107,en,x-ai/grok-4-fast
yang_shizishangpt_2024,enriched,140,1421,en,x-ai/grok-4-fast
iivanainen_investigating_2024,fetched,180,2818,en,crossref
zhang_conversation_2025,fetched,32,2132,en,crossref
savage_large_2024,enriched,183,1202,en,x-ai/grok-4-fast
dehbozorgi_personalized_2024,enriched,166,632,en,x-ai/grok-4-fast
wang_remflow_2025,enriched,83,1541,en,x-ai/grok-4-fast
posedaru_artificial_2024,fetched,1,2079,en,crossref
pondel_ai_2024,enriched,104,671,en,x-ai/grok-4-fast
basaran_beyond_2025,fetched,39,2411,en,crossref
zhu_multimodal_2025,enriched,5,560,en,x-ai/grok-4-fast
li_knowledge_2024,enriched,6,600,en,x-ai/grok-4-fast
bianchini_enhancing_2024,enriched,11,995,en,x-ai/grok-4-fast
scire_truth_2025,enriched,181,623,en,x-ai/grok-4-fast
junior_domain-driven_2024,enriched,185,998,en,x-ai/grok-4-fast
lu_scchat_2024,enriched,1,1086,en,x-ai/grok-4-fast
diaz-pace_helping_2024,enriched,63,1141,en,x-ai/grok-4-fast
chen_geofactory_2025,enriched,106,1159,en,x-ai/grok-4-fast
jauhiainen_generative_2025,enriched,184,634,en,x-ai/grok-4-fast
tarabanis_performance_2024,fetched,17,2185,en,crossref
freire_knowledge_2024,fetched,131,1356,en,crossref
wang_bioinformatics_2024,fetched,118,621,en,crossref
musumeci_llm_2024,enriched,37,905,en,x-ai/grok-4-fast
yan_pdgpt_2024,fetched,107,1445,en,crossref
freund_enriching_2024,enriched,43,659,en,x-ai/grok-4-fast
matsumoto_escargot_2025,enriched,172,854,en,x-ai/grok-4-fast
miao_how_2024,enriched,82,1073,en,x-ai/grok-4-fast
yang_transforming_2025,fetched,13,1323,en,crossref
kirshner_talking_2025,fetched,75,1622,en,crossref
miroyan_analyzing_2025,enriched,15,929,en,x-ai/grok-4-fast
kang_nadine_2024-1,fetched,102,1137,en,crossref
fu_encchain_2024,fetched,76,911,en,crossref
zhao_language_2025,enriched,157,683,en,x-ai/grok-4-fast
mauliana_exploring_2025,fetched,120,1591,en,crossref
mensah_all_2024,enriched,70,1321,en,x-ai/grok-4-fast
duan_research_2025,fetched,143,1815,en,crossref
antal_evaluating_2025,fetched,170,1268,en,crossref
chen_empirical_2025,fetched,141,1406,en,crossref
goyal_healai_2024,enriched,191,1047,en,x-ai/grok-4-fast
singh_stop_2024,enriched,35,775,en,x-ai/grok-4-fast
fu_spell_2025,enriched,36,845,en,x-ai/grok-4-fast
ang_tsgassist_2024,fetched,184,1028,en,crossref
ying_beyond_2025,enriched,196,1899,en,x-ai/grok-4-fast
beasley_tarragon_2025,enriched,25,214,en,x-ai/grok-4-fast
mullins_enhancing_2024,enriched,195,874,en,x-ai/grok-4-fast
zeng_cancer_2025,enriched,0,1342,en,x-ai/grok-4-fast
gu_radalign_2025,enriched,68,594,en,x-ai/grok-4-fast
greengard_shining_2025,enriched,9,883,en,x-ai/grok-4-fast
vrettos_accurate_2025,fetched,199,1804,en,doi-json
zhang_culturesynth_2025,fetched,19,1437,en,doi-json
cherukuri_large_2025,fetched,52,1882,en,doi-json
boraud_reservoirchat_2025,fetched,153,905,en,doi-json
gondhalekar_multifinrag_2025,fetched,34,1347,en,doi-json
masa_improving_2025,fetched,154,1793,en,doi-json
junior_br-taxqa-r_2025,fetched,30,1268,en,doi-json
melton_evaluating_2025,fetched,98,1451,en,doi-json
bilal_onrl-rag_2025,fetched,94,1758,en,doi-json
wang_scholarcopilot_2025,fetched,241,1621,en,doi-json
tsuchida_goodevil_2025,fetched,187,1102,en,doi-json
samuel_agrollm_2025,fetched,247,1187,en,doi-json
li_tutorllm_2025-1,fetched,124,1217,en,doi-json
shang_biomedical_2025,fetched,132,1746,en,doi-json
mortaheb_rag-check_2025,fetched,131,1396,en,doi-json
jia_enhancing_2025,fetched,236,1411,en,doi-json
munir_towards_2024,fetched,108,1218,en,doi-json
zhu_trustful_2024,enriched,87,550,en,x-ai/grok-4-fast
wang_when_2025,fetched,145,1576,en,doi-json
peng_athena_2024,fetched,8,1364,en,doi-json
islam_open-rag_2024,fetched,115,1337,en,doi-json
anwar_evaluating_2024,fetched,46,1495,en,doi-json
sannidhi_retrieval-augmented_2024,fetched,129,1428,en,doi-json
hopp_free_2024,fetched,39,1797,en,doi-json
zhao_empirical_2024-1,fetched,46,1218,en,doi-json
ateia_can_2024,fetched,39,1493,en,doi-json
roffo_exploring_2024,enriched,199,737,en,x-ai/grok-4-fast
feldman_ragged_2024,fetched,113,1015,en,doi-json
xie_finben_2024,fetched,61,1663,en,doi-json
alan_rag-based_2025,fetched,56,1857,en,doi-json
kang_prompt-rag_2024,fetched,86,1294,en,doi-json
kulkarni_reinforcement_2024,fetched,46,1917,en,doi-json
allu_beyond_2024,fetched,157,1158,en,doi-json
zhang_iag_2023,fetched,36,1386,en,doi-json
asai_self-rag_2023,fetched,37,1532,en,doi-json
jauhiainen_evaluating_2024,fetched,119,1361,en,doi-json
kunstmann_eventchat_2024,fetched,142,1690,en,doi-json
zeng_federated_2024-1,fetched,114,1453,en,doi-json
lakatos_investigating_2025,fetched,166,1329,en,crossref
lu_large_2024,fetched,64,1633,en,doi-json
guan_mfort-qa_2024-1,fetched,30,1787,en,doi-json
fortuna_natural_2024,enriched,29,797,en,x-ai/grok-4-fast
chen_leveraging_2025,fetched,0,1179,en,crossref
tsai_notitle_2025,enriched,0,1479,en,x-ai/grok-4-fast
yu_empowering_2025,enriched,0,1008,en,x-ai/grok-4-fast
waterman_custom_2025,fetched,0,1451,en,crossref
wang_enhancing_2025,enriched,0,1284,en,x-ai/grok-4-fast
zhai_rag-ler_2025,enriched,0,1040,en,x-ai/grok-4-fast
wang_retrieval_2025,enriched,0,1161,en,x-ai/grok-4-fast
nahar_catch_2025,enriched,0,96,en,x-ai/grok-4-fast
song_graph_2025,fetched,0,1155,en,crossref
garcia_improving_2025,enriched,0,1657,en,x-ai/grok-4-fast
islayem_using_2025,fetched,0,2386,en,crossref
sun_humanmod_2025,enriched,32,1406,en,x-ai/grok-4-fast
barrit_specialized_2025,enriched,0,1721,en,x-ai/grok-4-fast
wada_retrieval-augmented_2025,fetched,72,1181,en,crossref
edelman_valsci_2025,enriched,0,1849,en,x-ai/grok-4-fast
xie_intelligent_2025,fetched,0,1269,en,crossref
umer_transforming_2025,fetched,136,2048,en,crossref
zhang_leveraging_2025,enriched,0,811,en,x-ai/grok-4-fast
ke_retrieval_2025,enriched,14,1240,en,x-ai/grok-4-fast
upadhyay_enhancing_2025,fetched,0,1695,en,crossref
goodell_large_2025,enriched,178,1760,en,x-ai/grok-4-fast
zhang_treeqa_2025,enriched,0,955,en,x-ai/grok-4-fast
chen_knowledge_2025-1,enriched,0,527,en,x-ai/grok-4-fast
de_jesus_enhanced_2025,enriched,0,1598,en,x-ai/grok-4-fast
adanza_leveraging_2025,enriched,0,1005,en,x-ai/grok-4-fast
zong_evidencemap_2025,enriched,0,795,en,x-ai/grok-4-fast
shi_fine-tuning_2025,enriched,0,717,en,x-ai/grok-4-fast
mondillo_artificial_2025,enriched,0,1384,en,x-ai/grok-4-fast
xu_development_2025,enriched,90,1212,en,x-ai/grok-4-fast
qu_pncd_2025,enriched,191,1003,en,x-ai/grok-4-fast
zhang_notitle_2025,enriched,0,742,en,x-ai/grok-4-fast
shunmuga_priya_gender_2025,enriched,0,1080,en,x-ai/grok-4-fast
ozmen_specialized_2025,fetched,0,2312,en,crossref
guo_leveraging_2025,enriched,0,841,en,x-ai/grok-4-fast
null_notitle_2025,fetched,0,1105,en,crossref
null_notitle_2025-1,fetched,0,1370,en,crossref
wei_rtphy-chatbot_2025,fetched,0,2083,en,crossref
bayram_evaluating_2025,fetched,0,1778,en,crossref
cruzes_revolutionizing_2025,enriched,0,1084,en,x-ai/grok-4-fast
niel_performance_2025,enriched,0,1468,en,x-ai/grok-4-fast
ding_enhancing_2025,enriched,0,1085,en,x-ai/grok-4-fast
pimpale_legalmind_2025,enriched,0,901,pt,x-ai/grok-4-fast
kang_similarity_2025,enriched,0,730,en,x-ai/grok-4-fast
kaufmes_evaluating_2025,fetched,0,2030,en,crossref
malik_evaluating_2025,fetched,0,2062,en,crossref
ehrlich-sommer_forestgpt_2025,fetched,0,1867,en,crossref
feyijimi_chatgpts_2025,fetched,0,2151,en,crossref
ibrahim_mera_2025,fetched,0,1746,en,crossref
kovari_ai_2025,fetched,0,904,en,crossref
ersahin_bedside_2025,fetched,0,2083,en,crossref
neha_retrieval-augmented_2025,fetched,0,1484,en,crossref
syahputri_unlocking_2025,fetched,0,1756,en,crossref
iyenghar_empirical_2025,fetched,0,2471,en,crossref
vinayan_kozhipuram_retrieval-augmented_2025,fetched,0,1979,en,crossref
tebourbi_bpmn-based_2025,fetched,0,2211,en,crossref
mokashi_analysis_2025,fetched,62,1250,en,crossref
lee_memory-augmented_2025,fetched,0,1863,en,crossref
jung_intelligent_2025,fetched,0,2212,en,crossref
liu_reapr_2025,enriched,0,1336,en,x-ai/grok-4-fast
forootani_bio-eng-llm_2025,enriched,0,880,en,x-ai/grok-4-fast
proestel_semantic_2025,fetched,0,2432,en,crossref
do_esac_2025,enriched,0,1697,en,x-ai/grok-4-fast
bedi_xlr-kgdd_2025,enriched,0,1049,en,x-ai/grok-4-fast
silva_ai-assisted_2025,enriched,0,1061,en,x-ai/grok-4-fast
zhang_plantgpt_2025,fetched,0,1234,en,crossref
kuroda_cocktailai_2025,fetched,0,1276,en,crossref
shah_retrieval_2025,fetched,0,939,en,crossref
segalini_tanagpt_2025,fetched,0,792,en,crossref
jiang_retrieval_2025,enriched,0,840,en,x-ai/grok-4-fast
huang_prompting_2025,enriched,0,686,en,x-ai/grok-4-fast
shahraki_big_2025,enriched,0,696,en,x-ai/grok-4-fast
welsh_custom-tailored_2025,fetched,44,1337,en,crossref
hiriyanna_multi-layered_2025,fetched,0,2175,en,crossref
kuo_automated_2025,fetched,170,1972,en,crossref
papageorgiou_role_2025,fetched,0,1574,en,crossref
ye_ihgr-rag_2025,fetched,0,2010,en,crossref
wu_domain-specialized_2025,fetched,0,1264,en,crossref
zhao_mdkag_2025,fetched,0,1429,en,crossref
dos_santos-junior_ai-assisted_2025,fetched,0,1346,en,crossref
liu_spatiotemporalsemantic_2025,fetched,0,1924,en,crossref
khasanova_zafar_kizi_design_2025,fetched,0,1202,en,crossref
smajic_large_2025,fetched,0,1435,en,crossref
du_knowledge-augmented_2025,fetched,0,1567,en,crossref
ali_atlasgpt_2025,fetched,0,1859,en,crossref
hu_intelligent_2025,enriched,0,1182,en,x-ai/grok-4-fast
kelly_folkrag_2025,enriched,0,1224,en,x-ai/grok-4-fast
almeida_artificial_2025,enriched,0,1452,en,x-ai/grok-4-fast
naagarajan_enhancing_2025,enriched,0,641,en,x-ai/grok-4-fast
baek_automated_2025,enriched,0,1217,en,x-ai/grok-4-fast
yang_ragva_2025,enriched,104,1506,en,x-ai/grok-4-fast
markey_rags_2025,fetched,0,2258,en,crossref
xu_logprobs_2025,enriched,0,1137,en,x-ai/grok-4-fast
fu_cue_2025,enriched,0,194,en,x-ai/grok-4-fast
zhou_1st_2025,enriched,0,936,en,x-ai/grok-4-fast
deng_unveiling_2025,enriched,0,650,en,x-ai/grok-4-fast
xu_generative_2025-1,enriched,0,436,en,x-ai/grok-4-fast
alan_improving_2025,fetched,113,1883,en,crossref
tayebi_arasteh_radiorag_2025,enriched,0,1857,en,x-ai/grok-4-fast
fink_retrieval-augmented_2025-1,enriched,0,1361,en,x-ai/grok-4-fast
rupanetti_industry_2025,fetched,0,1424,en,crossref
wu_adaptive_2025,fetched,0,1401,en,crossref
lee_retrieval-augmented_2025,fetched,0,1187,en,crossref
bessa_performance_2025,fetched,0,1869,en,crossref
dong_syract_2025,fetched,0,1460,en,crossref
wang_innovative_2025,enriched,0,1293,en,x-ai/grok-4-fast
ashwin_fake_2025,enriched,0,1743,en,x-ai/grok-4-fast
ozmen_development_2025,enriched,0,1574,en,x-ai/grok-4-fast
guofeng_multimodal_2025,enriched,0,1309,en,x-ai/grok-4-fast
reason_using_2025,enriched,0,1577,en,x-ai/grok-4-fast
sezgin_decoypot_2025,enriched,181,618,en,x-ai/grok-4-fast
wellawatte_chemlit-qa_2025,fetched,0,1282,en,crossref
wu_mkgf_2025,enriched,0,896,en,x-ai/grok-4-fast
setlur_supporting_2025,enriched,0,858,en,x-ai/grok-4-fast
hamed_knowledge_2025,enriched,1,844,en,x-ai/grok-4-fast
hou_geo-fub_2025,enriched,0,1647,en,x-ai/grok-4-fast
nazary_stealthy_2025,enriched,0,816,en,x-ai/grok-4-fast
emekci_are_2025,fetched,0,1096,en,crossref
ren_large_2025,enriched,9,763,en,x-ai/grok-4-fast
schaffer_multimodal_2025,fetched,0,1179,en,crossref
wang_improving_2025,enriched,20,798,en,x-ai/grok-4-fast
choi_empowering_2025,fetched,0,2249,en,crossref
pelletier_evidence-based_2025,enriched,0,1146,en,x-ai/grok-4-fast
fukataki_developing_2025,fetched,0,1870,en,crossref
genovese_data_2025,fetched,28,1564,en,crossref
montenegro_what_2025,fetched,0,1661,en,crossref
gupta_pidqaquestion_2025,fetched,0,1446,en,crossref
li_combining_2025,fetched,19,1389,en,crossref
sezgin_natural_2025,fetched,0,1276,en,crossref
wagenpfeil_multimedia_2025,fetched,0,1576,en,crossref
guo_malgta_2025,enriched,0,824,en,x-ai/grok-4-fast
he_using_2025,fetched,0,1705,en,crossref
hu_combining_2025,fetched,0,1600,en,crossref
bevara_prospects_2025,fetched,0,1587,en,crossref
james_retrieval-augmented_2025,fetched,0,1298,en,crossref
allard_mega-gpt_2025,fetched,0,1355,en,crossref
he_venous_2025,fetched,0,1508,en,crossref
yang_review_2025,enriched,0,1010,en,x-ai/grok-4-fast
papageorgiou_hybrid_2025,fetched,0,1605,en,crossref
roll_augmenting_2025,fetched,0,1616,en,crossref
dorfner_evaluating_2025,fetched,0,2033,en,crossref
li_retrieval-augmented_2025,enriched,181,1370,en,x-ai/grok-4-fast
wang_rag-leaks_2025,enriched,0,1335,en,x-ai/grok-4-fast
magesh_hallucination-free_2025,fetched,0,1835,en,crossref
vaidyanathan_survival_2025,fetched,0,1547,en,crossref
fu_engineering_2025,fetched,0,871,en,crossref
jiao_retrieval_2025,enriched,0,905,en,x-ai/grok-4-fast
mou_exploring_2025,fetched,0,585,en,crossref
carvalho_towards_2025,fetched,0,1416,en,crossref
plonka_comparative_2025,enriched,0,984,en,x-ai/grok-4-fast
wu_diagnosis_2025,fetched,0,1911,en,crossref
loevenich_design_2025,enriched,0,890,en,x-ai/grok-4-fast
weinert_enhancing_2025,enriched,0,1581,en,x-ai/grok-4-fast
hao_advancing_2025,fetched,0,980,en,crossref
wang_artificial_2025,fetched,0,1875,en,crossref
yao_ai-powered_2025,fetched,0,1594,en,crossref
pickard_automatic_2025,fetched,0,1476,en,crossref
ozmen_evidence-based_2025,enriched,15,1260,en,x-ai/grok-4-fast
ben_amor_instruct--sparql_2025,enriched,0,1106,en,x-ai/grok-4-fast
novin_tool_2025,enriched,0,734,en,x-ai/grok-4-fast
hanafi_creating_2025,enriched,0,665,en,x-ai/grok-4-fast
ko_legolas_2025,enriched,0,1236,en,x-ai/grok-4-fast
kruk_banglassist_2025,enriched,0,1103,en,x-ai/grok-4-fast
reinhard_fact_2025,enriched,0,1766,en,x-ai/grok-4-fast
tadaga_gangadhar_comparative_2025,enriched,0,1168,en,x-ai/grok-4-fast
liang_fast_2025,fetched,0,1160,en,crossref
long_retrieval-augmented_2025,fetched,0,1156,en,crossref
lin_explore_2025,fetched,0,1513,en,crossref
deng_cram_2025,fetched,0,947,en,crossref
zhang_knowpo_2025,fetched,0,1562,en,crossref
zhu_radio_2025,fetched,0,944,en,crossref
wang_maferw_2025,fetched,0,1738,en,crossref
tabarsi_developing_2025,fetched,0,810,en,crossref
zhang_ratt_2025,fetched,0,1615,en,crossref
zhou_clinicalrag_2025,fetched,0,923,en,crossref
tabarsi_merryquery_2025,fetched,0,759,en,crossref
eskenazi_evaluating_2025,enriched,84,1448,en,x-ai/grok-4-fast
hong_innovative_2025,enriched,69,1146,en,x-ai/grok-4-fast
soman_human_2025,enriched,103,1001,en,x-ai/grok-4-fast
tozuka_application_2025,enriched,0,1132,en,x-ai/grok-4-fast
kim_llm-based_2025,fetched,0,2007,en,crossref
swacha_retrieval-augmented_2025,fetched,174,819,en,crossref
farias_chatbot_2025,fetched,14,1731,en,crossref
liu_improving_2025-2,fetched,0,1735,en,crossref
lee_developing_2025,enriched,0,1084,en,x-ai/grok-4-fast
son_advancing_2025,fetched,0,1922,en,crossref
shin_thyro-genai_2025,fetched,1,1801,en,crossref
mitchell_using_2025,fetched,0,1181,en,crossref
ilyas_enhancing_2025,fetched,0,824,en,crossref
mukhopadhyay_designing_2025,enriched,14,846,en,x-ai/grok-4-fast
williams_ai_2025,enriched,0,1702,en,x-ai/grok-4-fast
susnjak_automating_2025,fetched,0,1713,en,crossref
bordino_uniask_2025,enriched,0,841,en,x-ai/grok-4-fast
rastogi_specialtyscribe_2025,enriched,0,846,en,x-ai/grok-4-fast
zhao_deriving_2025,enriched,0,1353,en,x-ai/grok-4-fast
kim_development_2025,fetched,0,1585,en,crossref
sharma_forensicllm_2025,enriched,1,1217,en,x-ai/grok-4-fast
perkins_retrieval-augmented_2025,enriched,0,1223,en,x-ai/grok-4-fast
zhang_hallucination_2025,fetched,0,1021,en,crossref
hou_construction_2025,fetched,0,2226,en,crossref
ma_sdd-lawllm_2025,fetched,0,1131,en,crossref
lakehal_cores_2025,fetched,0,1379,en,crossref
vallayil_carag_2025,fetched,0,1230,en,crossref
son_optimizing_2025,fetched,0,2405,en,crossref
matsumoto_escargot_2025-1,fetched,0,1023,en,crossref
zhang_aligning_2025,enriched,0,699,en,x-ai/grok-4-fast
fuellen_validation_2025,enriched,0,1585,en,x-ai/grok-4-fast
uhm_effectiveness_2025,enriched,0,609,en,x-ai/grok-4-fast
chen_using_2025,enriched,0,1135,en,x-ai/grok-4-fast
rosenthal_clapnq_2025,fetched,0,1126,en,crossref
diers-lawson_hallucination_2025,fetched,0,1382,en,crossref
sastre_derivation_2025,enriched,0,1022,en,x-ai/grok-4-fast
alkouz_ukrag_2025,enriched,0,716,en,x-ai/grok-4-fast
amazou_accurate_2025,enriched,0,970,en,x-ai/grok-4-fast
khalila_investigating_2025,enriched,0,1026,en,x-ai/grok-4-fast
anichkov_retrieval_2025,enriched,0,878,en,x-ai/grok-4-fast
berman_retrieval_2025,fetched,0,1908,en,crossref
qian_capacity_2025,enriched,0,1608,en,x-ai/grok-4-fast
poretsky_assessing_2025,fetched,0,2109,en,crossref
elfayoumi_knowledge_2025,enriched,0,622,en,x-ai/grok-4-fast
cinquin_steering_2025,fetched,35,1809,en,crossref
lane_mitigating_2025,enriched,0,785,en,x-ai/grok-4-fast
ai_foundations_2025,enriched,0,906,en,x-ai/grok-4-fast
meng_using_2025,fetched,29,1001,en,crossref
thetbanthad_application_2025,fetched,0,1471,en,crossref
dayarathne_comparing_2025,enriched,0,936,en,x-ai/grok-4-fast
das_two-layer_2025,fetched,0,2254,en,crossref
kehan_crp-rag_2025,fetched,0,1654,en,crossref
labib_leveraging_2025,enriched,0,654,en,x-ai/grok-4-fast
guan__2025,enriched,0,790,en,x-ai/grok-4-fast
agater_slango_2025,enriched,0,970,en,x-ai/grok-4-fast
gupta_refine_2025,enriched,0,1304,en,x-ai/grok-4-fast
nouzri_beyond_2025,enriched,0,843,en,x-ai/grok-4-fast
song_goal-oriented_2025,enriched,0,1221,en,x-ai/grok-4-fast
liu_retrieval_2025,enriched,0,509,en,x-ai/grok-4-fast
njeh_enhancing_2025,enriched,0,585,en,x-ai/grok-4-fast
kharitonova_incorporating_2025,enriched,0,1103,en,x-ai/grok-4-fast
papadopoulos_notitle_2025,fetched,0,1921,en,crossref
null_notitle_2025-3,enriched,0,625,en,x-ai/grok-4-fast
wu_notitle_2025,enriched,0,177,en,x-ai/grok-4-fast
jin_risk_2025,enriched,0,709,en,x-ai/grok-4-fast
zhao_steprag_2025,enriched,0,645,en,x-ai/grok-4-fast
wang_multi-agent_2025,enriched,0,763,en,x-ai/grok-4-fast
wang_leveraging_2025,fetched,0,2080,en,crossref
yahia_empathetic_2025,enriched,0,706,en,x-ai/grok-4-fast
guo_integrating_2025,enriched,0,782,en,x-ai/grok-4-fast
neeser_wireless_2025,enriched,0,257,en,x-ai/grok-4-fast
sharma_mitigating_2025,enriched,0,1145,en,x-ai/grok-4-fast
ekin_red-teaming_2025,enriched,0,1094,en,x-ai/grok-4-fast
bhagwat_nyai_2025,enriched,0,475,en,x-ai/grok-4-fast
jing_kg-enhanced_2025,enriched,0,1001,en,x-ai/grok-4-fast
rahman_retrieval_2025,enriched,0,529,en,x-ai/grok-4-fast
tampubolon_retrieval_2025,enriched,0,494,en,x-ai/grok-4-fast
mohsin_retrieval_2025,enriched,0,503,en,x-ai/grok-4-fast
hamayat_seebot_2025,enriched,0,255,en,x-ai/grok-4-fast
kukreja_performance_2025,enriched,0,601,en,x-ai/grok-4-fast
al_atraqchi_large_2025,enriched,0,713,en,x-ai/grok-4-fast
ding_sc-rag-cot_2025,enriched,0,217,en,x-ai/grok-4-fast
mahmoud_o-ran_2025,enriched,0,626,en,x-ai/grok-4-fast
parameswaran_evaluating_2025,fetched,0,2936,en,crossref
lee_llm-based_2025,enriched,0,806,en,x-ai/grok-4-fast
nishisako_reducing_2025,fetched,0,3109,en,crossref
alenjareghi_llm-driven_2025,enriched,0,566,en,x-ai/grok-4-fast
zhao_knowledge_2025,enriched,0,719,en,x-ai/grok-4-fast
wang_ms-rag_2025,enriched,0,572,en,x-ai/grok-4-fast
pham_vigpt_2025,enriched,0,736,en,x-ai/grok-4-fast
majumder_development_2025,enriched,0,939,en,x-ai/grok-4-fast
somasundharam_llm_2025,enriched,0,921,en,x-ai/grok-4-fast
rajbhar_aiced-prep_2025,enriched,0,583,en,x-ai/grok-4-fast
lee_less_2025,enriched,0,831,en,x-ai/grok-4-fast
mikulic_integrating_2025,enriched,0,816,en,x-ai/grok-4-fast
jiao_deepvulhunter_2025,enriched,0,772,en,x-ai/grok-4-fast
