id	title	year	venue	language	RQs	relevance	score	decision	reason
liu_research_2025	Research on {Aerospace} {Intelligent} {Question} {Answering} {Model} {Based} on {Large} {Model} {Technology}	2025	2025 {IEEE} 6th {International} {Seminar} on {Artificial} {Intelligence}, {Networking} and {Information} {Technology} ({AINIT})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
abdullah_p4omp_2025	{P4OMP}: {Retrieval}-{Augmented} {Prompting} for {OpenMP} {Parallelism} in {Serial} {Code}	2025	2025 {IEEE} {High} {Performance} {Extreme} {Computing} {Conference} ({HPEC})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lovtsov_automated_2025	Automated {Mobile} {Operator} {Customer} {Service} {Using} {Large} {Language} {Models} {Combined} with {RAG} {System}	2025	2025 7th {International} {Youth} {Conference} on {Radio} {Electronics}, {Electrical} and {Power} {Engineering} ({REEPE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
haldar_rubra_2025	{RUBRA}: {An} {Agentic} {AI} {System} for {Automatic} {Short} {Answer} {Grading} {Using} {LLMs} and {RAG}	2025	2025 {International} {Conference} on {Computing}, {Intelligence}, and {Application} ({CIACON})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jiang_food_2025	Food {Safety} {News} {Summarization} {Paradigm} {Based} {On} {Large} {Language} {Models} {And} {RAG}	2025	2025 {IEEE} 14th {Data} {Driven} {Control} and {Learning} {Systems} ({DDCLS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
xu_research_2024	Research on the {Construction} of {Knowledge} {QA} {System} {Driven} by {Large} {Language} {Model}: {One} {Case} {Study} of {Power} {Transformer} {Domain}	2024	2024 7th {International} {Conference} on {Data} {Science} and {Information} {Technology} ({DSIT})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
guo_streamlining_2025	Streamlining {Research} {Complexities} for {AI} {Agents}: {Charting} {Pathways} to {Innovative} {Idea} {Generation}	2025	2025 {International} {Conference} on {Artificial} {Intelligence}, {Computer}, {Data} {Sciences} and {Applications} ({ACDSA})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
nazar_nextg-gpt_2025	{NextG}-{GPT}: {Leveraging} {GenAI} for {Advancing} {Wireless} {Networks} and {Communication} {Research}	2025	2025 34th {International} {Conference} on {Computer} {Communications} and {Networks} ({ICCCN})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
medeiros_tailoring_2025	Tailoring {RAG} {Strategies} for {Industrial} {Protocols}: {A} {Comparative} {Study} on {PROFIBUS} {Document} {Retrieval} using {Gemma} and {GPT} {Models}	2025	2025 {IEEE} 30th {International} {Conference} on {Emerging} {Technologies} and {Factory} {Automation} ({ETFA})		RQ4	Baja	1.0	Include	Métricas/metodologías
parthasarathy_engineering_2025	Engineering {LLM} {Powered} {Multi}-{Agent} {Framework} for {Autonomous} {CloudOps}	2025	2025 {IEEE}/{ACM} 4th {International} {Conference} on {AI} {Engineering} – {Software} {Engineering} for {AI} ({CAIN})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
singireddi_nnrag_2025	{nnRAG} – {Incorporating} {Human}-{Feedback} for {Neural} {Network} {Driven} {Similarity} {Search}: {A} {Preliminary} {Feasibility} {Study}	2025	2025 {IEEE} 13th {International} {Conference} on {Healthcare} {Informatics} ({ICHI})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
gopalan_leveraging_2024	Leveraging {LLMs} for {Context}-{Aware} {Process} {Mining} and {Analysis} on {Multi}-{Source} {Data}	2024	2024 {IEEE} 8th {International} {Conference} on {Information} and {Communication} {Technology} ({CICT})		RQ4	Baja	1.0	Include	Métricas/metodologías
gozukara_rag_2025	{RAG} {Based} {Interactive} {Chatbot} for {Video} {Streaming} {Services}	2025	2025 10th {International} {Conference} on {Computer} {Science} and {Engineering} ({UBMK})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jeong_lightweight_2025	Lightweight {Relevance} {Grader} in {RAG}	2025	2025 8th {International} {Conference} on {Information} and {Computer} {Technologies} ({ICICT})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
boronat_mdre-llm_2025	{MDRE}-{LLM}: {A} {Tool} for {Analyzing} and {Applying} {LLMs} in {Software} {Reverse} {Engineering}	2025	2025 {IEEE} {International} {Conference} on {Software} {Analysis}, {Evolution} and {Reengineering} ({SANER})		RQ4	Baja	1.0	Include	Métricas/metodologías
wang_mainstream_2025	Mainstream {AI} {Technology} {Analysis} for {Vertical} {Domain} {Digital} {Consultants}	2025	2025 37th {Chinese} {Control} and {Decision} {Conference} ({CCDC})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bahree_notitle_2024		2024	Manning		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
shafi_personalized_2025	Personalized {Mental} {Health} {Assistance} with {Large} {Language} {Models}	2025	2025 {IEEE} 49th {Annual} {Computers}, {Software}, and {Applications} {Conference} ({COMPSAC})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
guettala_building_2024	Building {Advanced} {RAG} {Q}\&{A} with {Multiple} {Data} {Sources} {Using} {Langchain}: {A} {Multi}-{Search} {Agent} {RAG} {Application} in {Ubiquitous} {Learning}	2024	2024 2nd {International} {Conference} on {Computing} and {Data} {Analytics} ({ICCDA})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sandakelum_real-time_2025	Real-{Time} {Knowledge} {Retrieval} for {Banking} {Chatbots}: {A} {RAG}-{Based} {Approach} to {Employee} {Assistance}	2025	2025 {International} {Research} {Conference} on {Smart} {Computing} and {Systems} {Engineering} ({SCSE})		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
okutan_leveraging_2024	Leveraging {RAG}-{LLM} to {Translate} {C}++ to {Rust}	2024	2024 {International} {Conference} on {Assured} {Autonomy} ({ICAA})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sharma_integrating_2025	Integrating {Blockchain} with {LLM} for {Real}-{Time} {Insight} into {Transactions} in an {E}-{Auction} {System}	2025	2025 {International} {Conference} on {Software}, {Knowledge}, {Information} {Management} \& {Applications} ({SKIMA})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lu_synergizing_2024	Synergizing {Internal} and {External} {Knowledge}: {Prompt} {Engineering} for {Efficient} and {Effective} {Large} {Language} {Model} {Reasoning}	2024	2024 {IEEE} {International} {Conference} on {Systems}, {Man}, and {Cybernetics} ({SMC})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
guo_enhancing_2025	Enhancing {Code} {Transformation} in {Large} {Language} {Models} {Through} {Retrieval}-{Augmented} {Fine}-{Tuning}	2025	IEEE Transactions on Consumer Electronics		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
pratap_harnessing_2025	Harnessing {Large} {Language} {Models} for {Sustainable} {Materials} and {Manufacturing}: {Frameworks}, {Applications} \& {Innovations}	2025	2025 {Seventh} {International} {Symposium} on {Computer}, {Consumer} and {Control} ({IS3C})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zeng_not_2024	Not {Just} {Imitation}: {Enhancing} {Role}-{Playing} {Through} {Retrieve} {Fine}-{Tuned} {Collaborative} {Large} {Language} {Model}	2024	2024 {IEEE} {Smart} {World} {Congress} ({SWC})		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
garza_privcomp-kg_2024	{PrivComp}-{KG}: {Leveraging} {KG} and {LLM} for {Compliance} {Verification}	2024	2024 {IEEE} 6th {International} {Conference} on {Trust}, {Privacy} and {Security} in {Intelligent} {Systems}, and {Applications} ({TPS}-{ISA})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
sahin_llm_2024	{LLM} and {RAG}-{Based} {Question} {Answering} {Assistant} for {Enterprise} {Knowledge} {Management}	2024	2024 9th {International} {Conference} on {Computer} {Science} and {Engineering} ({UBMK})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
agliata_generative_2024	Generative {AI} and {Emotional} {Health}: {Innovations} with {Haystack}	2024	2024 {IEEE} {Symposium} on {Computers} and {Communications} ({ISCC})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
tomkou_bridging_2025	Bridging {Industrial} {Expertise} and {XR} with {LLM}-{Powered} {Conversational} {Agents}	2025	2025 21st {International} {Conference} on {Distributed} {Computing} in {Smart} {Systems} and the {Internet} of {Things} ({DCOSS}-{IoT})		RQ4	Baja	1.0	Include	Métricas/metodologías
grislain_rag_2025	{RAG} with {Differential} {Privacy}	2025	2025 {IEEE} {Conference} on {Artificial} {Intelligence} ({CAI})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bhuva_interviewedge_2025	{InterviewEdge}: {A} {Smart} {Interview} {Assistant}	2025	2025 {IEEE} {International} {Students}' {Conference} on {Electrical}, {Electronics} and {Computer} {Science} ({SCEECS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
gogineni_llm-powered_2025	{LLM}-{Powered} {Multi}-{Agent} {Systems}: {A} {Technical} {Framework} for {Collaborative} {Intelligence} {Through} {Optimized} {Knowledge} {Retrieval} and {Communication}	2025	2025 6th {International} {Conference} on {Artificial} {Intelligence}, {Robotics} and {Control} ({AIRC})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_enhancing_2025	Enhancing {LLM} {Question} {Answering} with {RAG} through {Dense} {Vector} {Search} and {Re}-{Ranking}	2025	2025 {IEEE} {International} {Conference} on {Advanced} {Visual} and {Signal}-{Based} {Systems} ({AVSS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ailapuram_development_2025	Development of a {Medical} {Chatbot} {Using} {Generative} {AI} and {Retrieval}-{Augmented} {Techniques}	2025	2025 12th {International} {Conference} on {Future} {Internet} of {Things} and {Cloud} ({FiCloud})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
quddus_enhanced_2024	Enhanced {VLSI} {Assertion} {Generation}: {Conforming} to {High}-{Level} {Specifications} and {Reducing} {LLM} {Hallucinations} with {RAG}	2024	{DVCon} {Europe} 2024; {Design} and {Verification} {Conference} and {Exhibition} {Europe}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
rasaq_large_2025	Large {Language} {Models} {Maintenance} {Approach} for {Commercial}/{Fleets}	2025	2025 {Annual} {Reliability} and {Maintainability} {Symposium} ({RAMS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
selva_kumar_overcoming_2024	Overcoming {LLM} {Challenges} using {RAG}-{Driven} {Precision} in {Coffee} {Leaf} {Disease} {Remediation}	2024	2024 {International} {Conference} on {Emerging} {Technologies} in {Computer} {Science} for {Interdisciplinary} {Applications} ({ICETCS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yadav_aeroquery_2024	{AeroQuery} {RAG} and {LLM} for {Aerospace} {Query} in {Designs}, {Development}, {Standards}, {Certifications}	2024	2024 {IEEE} {International} {Conference} on {Electronics}, {Computing} and {Communication} {Technologies} ({CONECCT})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bustos_notitle_2024		2024	Packt Publishing		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
yu_textual_2024	Textual {Differential} {Privacy} for {Context}-{Aware} {Reasoning} with {Large} {Language} {Model}	2024	2024 {IEEE} 48th {Annual} {Computers}, {Software}, and {Applications} {Conference} ({COMPSAC})		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
tommasel_semantic_2024	Semantic grounding of {LLMs} using knowledge graphs for query reformulation in medical information retrieval	2024	2024 {IEEE} {International} {Conference} on {Big} {Data} ({BigData})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
neupane_questions_2024	From {Questions} to {Insightful} {Answers}: {Building} an {Informed} {Chatbot} for {University} {Resources}	2024	2024 {IEEE} {Frontiers} in {Education} {Conference} ({FIE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeeshan_llm-based_2025	{LLM}-{Based} {Retrieval}-{Augmented} {Generation}: {A} {Novel} {Framework} for {Resource} {Optimization} in {6G} and {Beyond} {Wireless} {Networks}	2025	IEEE Communications Magazine		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ta_fine-tuning_2025	Fine-tuning a {Large} {Language} {Model} for the {Indian} {Legal} {System}	2025	2025 24th {International} {Symposium} {INFOTEH}-{JAHORINA} ({INFOTEH})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
rorseth_rage_2024	{RAGE} {Against} the {Machine}: {Retrieval}-{Augmented} {LLM} {Explanations}	2024	2024 {IEEE} 40th {International} {Conference} on {Data} {Engineering} ({ICDE})		RQ3	Baja	1.0	Include	XAI/calibración
gopi_enhancing_2024	Enhancing {Engineering} {Education} {Through} {LLM}-{Driven} {Adaptive} {Quiz} {Generation}: {A} {RAG}-{Based} {Approach}	2024	2024 {IEEE} {Frontiers} in {Education} {Conference} ({FIE})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
martinez-romo_generative_2025	Generative {AI} for {Education}: {A} {Retrieval}-{Augmented} {System} for {Effective} {Feedback} in {Self}-{Assessment}	2025	2025 {IEEE} {Global} {Engineering} {Education} {Conference} ({EDUCON})		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
beining_generating_2024	Generating {Commit} {Messages} for {Configuration} {Files} in {5G} {Network} {Deployment} {Using} {LLMs}	2024	2024 20th {International} {Conference} on {Network} and {Service} {Management} ({CNSM})		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_graphcoder_2024	{GraphCoder}: {Enhancing} {Repository}-{Level} {Code} {Completion} via {Coarse}-to-fine {Retrieval} {Based} on {Code} {Context} {Graph}	2024	2024 39th {IEEE}/{ACM} {International} {Conference} on {Automated} {Software} {Engineering} ({ASE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yao_assertgpt_2025	{AssertGPT}: {LLMs}-empowered {Assertion}-based {Verification} of {Programmable} {Networks}	2025	2025 25th {Asia}-{Pacific} {Network} {Operations} and {Management} {Symposium} ({APNOMS})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
abeywardana_enhancing_2025	Enhancing {Automated} {Grading} with {Capabilities} of {LLMs}: {Using} {Prompt} {Engineering} and {RAG} {Techniques}	2025	2025 5th {International} {Conference} on {Advanced} {Research} in {Computing} ({ICARC})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sunde_evaluation_2025	On the evaluation of {StartupGPT}: {A} {Retrieval}-{Augmented} {AI} {Chatbot} for {Delivering} {Research}-{Driven} {Guidance} to {Startups}	2025	2025 {IEEE}/{ACM} {International} {Workshop} on {Software}-{Intensive} {Business} ({IWSiB})		RQ4	Baja	1.0	Include	Métricas/metodologías
serhan_vulnerabilities_2025	Vulnerabilities of a {Medical} and {Scientific} based {RAG} {System}	2025	2025 {Sixth} {International} {Conference} on {Advances} in {Computational} {Tools} for {Engineering} {Applications} ({ACTEA})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sheng_talk2traffic_2025	{Talk2Traffic}: {Interactive} and {Editable} {Traffic} {Scenario} {Generation} for {Autonomous} {Driving} with {Multimodal} {Large} {Language} {Model}	2025	2025 {IEEE}/{CVF} {Conference} on {Computer} {Vision} and {Pattern} {Recognition} {Workshops} ({CVPRW})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
murata_effectiveness_2025	On the {Effectiveness} of the {ChatGPT} {Model} with {Fine}-tuning in {Question}-{Answer} {Systems} on {Slack}	2025	2025 10th {International} {Conference} on {Business} and {Industrial} {Research} ({ICBIR})		RQ3	Baja	1.0	Include	XAI/calibración
tamanna_navigating_2024	Navigating the {Roadblocks}: {Lessons} {Learned} from a {Gardening} {Society} {Conversational} {RAG} {Bot}	2024	2024 {IEEE} 3rd {World} {Conference} on {Applied} {Intelligence} and {Computing} ({AIC})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
krishnamurthy_yours_2024	Yours {Truly}: {A} {Credibility} {Framework} for {Effortless} {LLM}-{Powered} {Fact} {Checking}	2024	IEEE Access		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
yadav_enhancing_2024	Enhancing {Response} {Generation} {Systems}: {Knowledge} {Graph} \& {Generative} {AI} {Synergy} for {Business} {Communication} and {Strategic} {Decision} {Making}	2024	2024 {International} {Conference} on {Electrical}, {Computer} and {Energy} {Technologies} ({ICECET}		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
bernardi_report_2024	Report {Generation} from {X}-{Ray} imaging by {Retrieval}-{Augmented} {Generation} and improved {Image}-{Text} {Matching}	2024	2024 {International} {Joint} {Conference} on {Neural} {Networks} ({IJCNN})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bustamante_raccoon_2025	{RACCOON}: {Grounding} {Embodied} {Question}-{Answering} with {State} {Summaries} from {Existing} {Robot} {Modules}	2025	2025 {IEEE} {International} {Conference} on {Robotics} and {Automation} ({ICRA})		RQ1,RQ2,RQ3	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
wang_hierarchical_2025	Hierarchical {Index} {Retrieval}-{Driven} {Wireless} {Network} {Intent} {Translation} {With} {LLM}	2025	IEEE Transactions on Mobile Computing		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bin_zaman_chowdhury_durghotona_2024	Durghotona {GPT}: {A} {Web} {Scraping} and {Large} {Language} {Model} {Based} {Framework} to {Generate} {Road} {Accident} {Dataset} {Automatically} in {Bangladesh}	2024	2024 27th {International} {Conference} on {Computer} and {Information} {Technology} ({ICCIT})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
farooqui_large_2025	Large {Language} {Models} for {Mental} {Health} {Counselling}	2025	2025 5th {International} {Conference} on {Intelligent} {Technologies} ({CONIT})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhou_research_2024	Research on {AI}-assisted design method of substation based on {LLM}+{RAG}	2024	6th {International} {Conference} on {Artificial} {Intelligence} and {Advanced} {Manufacturing} ({AIAM} 2024)		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sun_taming_2025	Taming {Unleashed} {Large} {Language} {Models} {With} {Blockchain} for {Massive} {Personalized} {Reliable} {Healthcare}	2025	IEEE Journal of Biomedical and Health Informatics		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
pandini_exploratory_2025	An {Exploratory} {Study} on {Architectural} {Smell} {Refactoring} {Using} {Large} {Languages} {Models}	2025	2025 {IEEE} 22nd {International} {Conference} on {Software} {Architecture} {Companion} ({ICSA}-{C})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
palmer_notitle_2024		2024	Packt Publishing		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
russo_scaling_2024	Scaling {LLM}-{Based} {Knowledge} {Graph} {Generation}: {A} {Case} {Study} of {Italian} {Geopolitical} {News}	2024	2024 {IEEE} {International} {Conference} on {Big} {Data} ({BigData})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
du_sc-telco_2024	{SC}-{Telco} {RAG}: {Enhancing} {RAG} through {Structured} {Contexts} in {Telecommunications}	2024	2024 {IEEE} {Globecom} {Workshops} ({GC} {Wkshps})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
jabarulla_medblock-bot_2025	{MedBlock}-{Bot}: {A} {Blockchain}-{Enabled} {RAG} {System} for {Providing} {Feedback} to {Large} {Language} {Models} {Accessing} {Pediatric} {Clinical} {Guidelines}	2025	2025 {IEEE} 38th {International} {Symposium} on {Computer}-{Based} {Medical} {Systems} ({CBMS})		RQ1,RQ2,RQ3	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
houssel_towards_2024	Towards {Explainable} {Network} {Intrusion} {Detection} using {Large} {Language} {Models}	2024	2024 {IEEE}/{ACM} {International} {Conference} on {Big} {Data} {Computing}, {Applications} and {Technologies} ({BDCAT})		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
wang_research_2025	Research on {Intelligent} {Recommendation} {System} of {Audit} {Regulations} {Based} on {Large} {Language} {Model} {Driven} by {Multi}-{Task} {Fine}-{Tuning}	2025	2025 8th {International} {Conference} on {Advanced} {Algorithms} and {Control} {Engineering} ({ICAACE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhu_enhancing_2024	Enhancing {Supply} {Chain} {Efficiency} {Through} {Retrieve}-{Augmented} {Generation} {Approach} in {Large} {Language} {Models}	2024	2024 {IEEE} 10th {International} {Conference} on {Big} {Data} {Computing} {Service} and {Machine} {Learning} {Applications} ({BigDataService})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
setyawan_soekamto_queries_2025	From {Queries} to {Courses}: {SKYRAG}’s {Revolution} in {Learning} {Path} {Generation} via {Keyword}-{Based} {Document} {Retrieval}	2025	IEEE Access		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
toprani_llm_2025	{LLM} {Agentic} {Workflow} for {Automated} {Vulnerability} {Detection} and {Remediation} in {Infrastructure}-as-{Code}	2025	IEEE Access		RQ4	Baja	1.0	Include	Métricas/metodologías
feng_intelligent_2025	Intelligent {Automation} of {Network} {Security} {Operations} via {Intention}-{Driven} {Agents} and {Large} {Language} {Models}	2025	2025 8th {International} {Conference} on {Computer} {Information} {Science} and {Application} {Technology} ({CISAT})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
guo_intent-based_2025	Intent-{Based} {Autonomous} {Network} {Framework} {Guided} by {Large} {Language} {Model}	2025	IEEE Transactions on Automation Science and Engineering		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
le_framework_2024	A {Framework} for {Vietnamese} {Question}-{Answering} in {Law} {Domain}	2024	2024 {IEEE} 9th {International} {Conference} on {Data} {Science} in {Cyberspace} ({DSC})			Excluir	0.0	Exclude	No trata RAG ni RQs
tamanna_chatgpt_2025	Chatgpt {Inaccuracy} {Mitigation} {During} {Technical} {Report} {Understanding}: {Are} we {There} {Yet}?	2025	2025 {IEEE}/{ACM} 47th {International} {Conference} on {Software} {Engineering} ({ICSE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
salek_large_2025	A {Large} {Language} {Model}-{Supported} {Threat} {Modeling} {Framework} for {Transportation} {Cyber}-{Physical} {Systems}	2025	IEEE Access		RQ4	Baja	1.0	Include	Métricas/metodologías
li_mccoder_2025	{MCCoder}: {Streamlining} {Motion} {Control} with {LLM}-{Assisted} {Code} {Generation} and {Rigorous} {Verification}	2025	2025 {IEEE} 21st {International} {Conference} on {Automation} {Science} and {Engineering} ({CASE})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sandaruwan_integrating_2025	Integrating {Large} {Language} {Models} for {Automated} {Vulnerability} {Scanning} and {Reporting} in {Network} {Hosts}	2025	2025 {International} {Research} {Conference} on {Smart} {Computing} and {Systems} {Engineering} ({SCSE})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
hang_trumorgpt_2024	{TrumorGPT}: {Query} {Optimization} and {Semantic} {Reasoning} over {Networks} for {Automated} {Fact}-{Checking}	2024	2024 58th {Annual} {Conference} on {Information} {Sciences} and {Systems} ({CISS})		RQ1,RQ2,RQ3	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
ginting_saycomply_2025	{SayComply}: {Grounding} {Field} {Robotic} {Tasks} in {Operational} {Compliance} {Through} {Retrieval}-{Based} {Language} {Models}	2025	2025 {IEEE} {International} {Conference} on {Robotics} and {Automation} ({ICRA})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mozo_adapting_2025	Adapting {LLMs} for {Satellite} {Communications}: {Methodology}, {Challenges}, and {Impact}	2025	IEEE Access		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
boppana_open-source_2024	An {Open}-{Source} {RAG} {Architecture} for {LLMs}	2024	{TENCON} 2024 - 2024 {IEEE} {Region} 10 {Conference} ({TENCON})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
painter_enhancing_2023	Enhancing {Drug} {Safety} {Documentation} {Search} {Capabilities} with {Large} {Language} {Models}: {A} {User}-{Centric} {Approach}	2023	2023 {International} {Conference} on {Computational} {Science} and {Computational} {Intelligence} ({CSCI})			Excluir	0.0	Exclude	No trata RAG ni RQs
moutaoukkil_queries_2025	From {Queries} to {Understanding}: {Designing} the {Next}-{Generation} {Search} {Engine}	2025	2025 5th {International} {Conference} on {Innovative} {Research} in {Applied} {Science}, {Engineering} and {Technology} ({IRASET})		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
sahin_large_2024	Large {Language} {Model} {Powered} {In}-{House} {Question} {Answering} {Assistant}	2024	2024 {Innovations} in {Intelligent} {Systems} and {Applications} {Conference} ({ASYU})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
samarajeewa_causal_2024	Causal {Reasoning} in {Large} {Language} {Models} using {Causal} {Graph} {Retrieval} {Augmented} {Generation}	2024	2024 16th {International} {Conference} on {Human} {System} {Interaction} ({HSI})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
taylor_self-directed_2024	Self-{Directed} {Learning} for {Community} {Health} {Workers} in {Malawi} {Through} {Generative} {AI}	2024	2024 {IEEE} 12th {International} {Conference} on {Healthcare} {Informatics} ({ICHI})		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
ji_rela_2024	{RELA}: {An} {Online}-{Offline} {Framework} for {Rules} {Enhanced} {Logs} {Analysis} {Based} on {Large} {Language} {Models}	2024	2024 3rd {International} {Conference} on {Automation}, {Robotics} and {Computer} {Engineering} ({ICARCE})		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
